0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,4.862222222222222778e-01
4.000000000000000000e+00,7.840000000000000302e-01
5.000000000000000000e+00,1.058240000000000292e+00
6.000000000000000000e+00,1.537111111111111317e+00
7.000000000000000000e+00,1.890775510204081522e+00
8.000000000000000000e+00,2.363375000000000004e+00
9.000000000000000000e+00,3.058765432098765835e+00
1.000000000000000000e+01,3.313840000000000341e+00
2.000000000000000000e+01,1.016590000000000060e+01
3.000000000000000000e+01,1.933734222222222243e+01
4.000000000000000000e+01,3.014764500000000069e+01
5.000000000000000000e+01,4.288952000000000453e+01
6.000000000000000000e+01,6.027803111111110468e+01
7.000000000000000000e+01,6.932414204081632647e+01
8.000000000000000000e+01,8.287051000000001011e+01
9.000000000000000000e+01,9.975894222222221686e+01
1.000000000000000000e+02,1.256717599999999919e+02
2.000000000000000000e+02,3.639040593999999942e+02
3.000000000000000000e+02,6.150196432000000186e+02
4.000000000000000000e+02,9.482305618999999979e+02
5.000000000000000000e+02,1.286659967168000094e+03
6.000000000000000000e+02,1.805855925022222209e+03
7.000000000000000000e+02,2.298391892097959499e+03
8.000000000000000000e+02,2.688444683112500115e+03
9.000000000000000000e+02,3.304897692167901369e+03
1.000000000000000000e+03,3.685851168359999974e+03
2.000000000000000000e+03,1.097250173707800059e+04
3.000000000000000000e+03,1.902363441429688828e+04
4.000000000000000000e+03,3.157364144473800116e+04
5.000000000000000000e+03,3.991753754712575756e+04
6.000000000000000000e+03,4.872677019176666363e+04
7.000000000000000000e+03,6.535103029575738765e+04
8.000000000000000000e+03,7.800190289259400743e+04
9.000000000000000000e+03,1.008186932686136424e+05
1.000000000000000000e+04,1.175859550109042320e+05
2.000000000000000000e+04,3.232216517945641535e+05
3.000000000000000000e+04,5.490867096040808829e+05
4.000000000000000000e+04,8.935822574953195872e+05
5.000000000000000000e+04,1.248946097281887429e+06
6.000000000000000000e+04,1.727441678338547004e+06
7.000000000000000000e+04,2.186563804066920187e+06
8.000000000000000000e+04,2.804519454088831786e+06
9.000000000000000000e+04,3.473072367484286427e+06
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,5.280000000000000249e-01
4.000000000000000000e+00,9.134999999999999787e-01
5.000000000000000000e+00,1.393599999999999950e+00
6.000000000000000000e+00,1.958888888888889124e+00
7.000000000000000000e+00,2.470040816326530386e+00
8.000000000000000000e+00,3.189375000000000071e+00
9.000000000000000000e+00,4.251358024691358928e+00
1.000000000000000000e+01,4.976399999999999935e+00
2.000000000000000000e+01,1.819481999999999999e+01
3.000000000000000000e+01,3.988952000000000453e+01
4.000000000000000000e+01,6.994413499999998862e+01
5.000000000000000000e+01,1.068127584000000070e+02
6.000000000000000000e+01,1.545212866666666400e+02
7.000000000000000000e+01,1.910407493877550849e+02
8.000000000000000000e+01,2.548010587500000099e+02
9.000000000000000000e+01,3.099946617283950445e+02
1.000000000000000000e+02,4.105897192000000473e+02
2.000000000000000000e+02,1.525721338000000060e+03
3.000000000000000000e+02,3.158926148622222172e+03
4.000000000000000000e+02,5.588333313199999793e+03
5.000000000000000000e+02,8.612130462144001285e+03
6.000000000000000000e+02,1.234878021144444392e+04
7.000000000000000000e+02,1.586982141591836626e+04
8.000000000000000000e+02,1.995832893334999972e+04
9.000000000000000000e+02,2.526066406747654037e+04
1.000000000000000000e+03,3.091996460802400179e+04
2.000000000000000000e+03,1.113632889692579920e+05
3.000000000000000000e+03,2.462316350834604527e+05
4.000000000000000000e+03,4.152656571916305111e+05
5.000000000000000000e+03,6.221555302695962600e+05
6.000000000000000000e+03,8.314158155667160172e+05
7.000000000000000000e+03,1.155170527691447642e+06
8.000000000000000000e+03,1.524229395603523357e+06
9.000000000000000000e+03,1.874119789363372372e+06
1.000000000000000000e+04,2.221376581972068176e+06
2.000000000000000000e+04,8.472000822481181473e+06
3.000000000000000000e+04,1.714754255774884671e+07
4.000000000000000000e+04,2.945861876840931177e+07
5.000000000000000000e+04,4.364251525307138264e+07
6.000000000000000000e+04,5.909645084805233777e+07
7.000000000000000000e+04,8.233720128483226895e+07
8.000000000000000000e+04,1.115711776460898817e+08
9.000000000000000000e+04,1.266716103408316076e+08
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,5.306666666666666199e-01
4.000000000000000000e+00,8.355000000000000204e-01
5.000000000000000000e+00,1.310080000000000133e+00
6.000000000000000000e+00,1.702444444444444649e+00
7.000000000000000000e+00,2.153795918367346740e+00
8.000000000000000000e+00,2.841499999999999915e+00
9.000000000000000000e+00,3.305876543209876228e+00
1.000000000000000000e+01,4.221200000000000507e+00
2.000000000000000000e+01,1.453344000000000058e+01
3.000000000000000000e+01,3.105202666666666644e+01
4.000000000000000000e+01,5.025047999999999604e+01
5.000000000000000000e+01,7.187322560000001204e+01
6.000000000000000000e+01,1.017423533333333268e+02
7.000000000000000000e+01,1.319026987755102027e+02
8.000000000000000000e+01,1.628237462499999992e+02
9.000000000000000000e+01,2.094285323456790024e+02
1.000000000000000000e+02,2.525695392000000083e+02
2.000000000000000000e+02,8.281464469999999665e+02
3.000000000000000000e+02,1.586967585955555478e+03
4.000000000000000000e+02,2.646987215799999831e+03
5.000000000000000000e+02,3.721482319391999681e+03
6.000000000000000000e+02,4.845688400933333469e+03
7.000000000000000000e+02,6.206834614563265859e+03
8.000000000000000000e+02,7.858082829637501163e+03
9.000000000000000000e+02,9.888020097195061680e+03
1.000000000000000000e+03,1.252199007376800182e+04
2.000000000000000000e+03,3.936629494826599694e+04
3.000000000000000000e+03,7.130239869673956127e+04
4.000000000000000000e+03,1.188072744956924871e+05
5.000000000000000000e+03,1.736674857296956761e+05
6.000000000000000000e+03,2.275572020177113300e+05
7.000000000000000000e+03,2.914859744392700377e+05
8.000000000000000000e+03,3.643331738379972521e+05
9.000000000000000000e+03,4.453875333655906725e+05
1.000000000000000000e+04,5.095066619761394104e+05
2.000000000000000000e+04,1.596720782907926012e+06
3.000000000000000000e+04,3.130190585949740838e+06
4.000000000000000000e+04,4.955992798509325832e+06
5.000000000000000000e+04,7.401772024451458827e+06
6.000000000000000000e+04,9.558305964433934540e+06
7.000000000000000000e+04,1.203446613885162771e+07
8.000000000000000000e+04,1.503122199042521603e+07
9.000000000000000000e+04,1.912128147700252756e+07
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,4.604444444444444340e-01
