0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,5.333333333333332149e-01
4.000000000000000000e+00,6.875000000000000000e-01
5.000000000000000000e+00,1.535999999999999810e+00
6.000000000000000000e+00,1.816666666666666874e+00
7.000000000000000000e+00,2.395918367346939082e+00
8.000000000000000000e+00,3.024999999999999911e+00
9.000000000000000000e+00,3.755555555555556424e+00
1.000000000000000000e+01,4.382000000000000561e+00
2.000000000000000000e+01,1.361500000000000021e+01
3.000000000000000000e+01,3.696911111111110415e+01
4.000000000000000000e+01,5.064187499999999886e+01
5.000000000000000000e+01,8.494440000000000168e+01
6.000000000000000000e+01,1.163707777777777608e+02
7.000000000000000000e+01,1.233889387755102263e+02
8.000000000000000000e+01,1.646176250000000039e+02
9.000000000000000000e+01,2.583801728395061446e+02
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,5.555555555555554692e-01
4.000000000000000000e+00,1.024999999999999911e+00
5.000000000000000000e+00,1.632000000000000117e+00
6.000000000000000000e+00,2.138888888888888395e+00
7.000000000000000000e+00,2.681632653061224669e+00
8.000000000000000000e+00,3.268749999999999822e+00
9.000000000000000000e+00,4.597530864197531209e+00
1.000000000000000000e+01,4.426000000000000156e+00
2.000000000000000000e+01,2.148700000000000188e+01
3.000000000000000000e+01,4.292200000000000415e+01
4.000000000000000000e+01,5.441349999999999909e+01
5.000000000000000000e+01,1.137954399999999850e+02
6.000000000000000000e+01,1.664717222222222119e+02
7.000000000000000000e+01,2.281956326530612387e+02
8.000000000000000000e+01,2.745192812500000628e+02
9.000000000000000000e+01,3.188858024691357400e+02
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,4.888888888888888173e-01
4.000000000000000000e+00,7.624999999999999556e-01
5.000000000000000000e+00,1.295999999999999819e+00
6.000000000000000000e+00,1.461111111111111249e+00
7.000000000000000000e+00,1.563265306122449072e+00
8.000000000000000000e+00,2.121875000000000178e+00
9.000000000000000000e+00,2.958024691358024594e+00
1.000000000000000000e+01,2.486000000000000210e+00
2.000000000000000000e+01,7.292499999999999538e+00
3.000000000000000000e+01,1.529444444444444606e+01
4.000000000000000000e+01,2.148449999999999704e+01
5.000000000000000000e+01,3.557448000000000832e+01
6.000000000000000000e+01,5.397355555555556350e+01
7.000000000000000000e+01,4.303155102040816615e+01
8.000000000000000000e+01,6.083012499999999534e+01
9.000000000000000000e+01,6.152017283950617355e+01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,5.111111111111109606e-01
4.000000000000000000e+00,8.499999999999999778e-01
5.000000000000000000e+00,1.215999999999999748e+00
6.000000000000000000e+00,1.538888888888888973e+00
7.000000000000000000e+00,1.575510204081632670e+00
8.000000000000000000e+00,2.465625000000000178e+00
9.000000000000000000e+00,3.535802469135803427e+00
1.000000000000000000e+01,4.081999999999999851e+00
2.000000000000000000e+01,1.287800000000000011e+01
3.000000000000000000e+01,1.997355555555555284e+01
4.000000000000000000e+01,3.597387499999999960e+01
5.000000000000000000e+01,4.069400000000000261e+01
6.000000000000000000e+01,6.380022222222221728e+01
7.000000000000000000e+01,8.710102040816327928e+01
8.000000000000000000e+01,1.208883749999999964e+02
9.000000000000000000e+01,1.194610123456790518e+02
